Document	Subdoc	WordId	WordForm	ChangedAttrib	NewValue	OldValue	Relevant
0085-007	1	7	κελευθοποιοὶ	relation	ADV	ATV
0085-007	1	8	παῖδες	postag	n-p---cn-	n-p---mn-
0085-007	1	2	δ’	postag	d--------	g--------
0085-007	1	2	δ’	relation	AuxY	COORD
0085-007	1	2	δ’	head	5	0
0085-007	1	3	αὐτὸν	postag	p-s---ma-	a-s---ma-
0085-007	1	5	τιμαλφεῖ	relation	PRED	PRED_CO
0085-007	1	5	τιμαλφεῖ	head	0	2
0085-007	1	8	δελφός	form	δελφός	Δελφός
0085-007	1	8	δελφός	relation	SBJ_CO	SBJ_AP_CO
0085-007	1	8	δελφός	head	9	15
0085-007	1	9	τε	postag	b--------	g--------
0085-007	1	12	πρυμνήτης	postag	a-s---mn-	n-s---mn-	y
0085-007	1	13	ἄναξ	relation	APOS	SBJ_AP_CO
0085-007	1	13	ἄναξ	head	8	15
0085-007	1	2	δέ	postag	d--------	g--------
0085-007	1	2	δέ	relation	AuxY	COORD
0085-007	1	2	δέ	head	8	0
0085-007	1	4	Ζεὺς	lemma	Ζεύς	ζεύς	y
0085-007	1	8	ἵζει	relation	PRED	PRED_CO
0085-007	1	8	ἵζει	head	0	2
0085-007	1	11	μάντιν	relation	ADV	AtvV
0085-007	1	3	δ’	postag	b--------	g--------
0085-007	1	1	τούτους	postag	p-p---ma-	a-p---ma-
0085-007	1	1	Παλλὰς	lemma	Παλλάς	παλλάς	y
0085-007	1	3	δ’	postag	b--------	g--------
0085-007	1	1	σέβω	relation	PRED	PRED_CO
0085-007	1	1	σέβω	head	0	2
0085-007	1	2	δὲ	postag	d--------	g--------
0085-007	1	2	δὲ	relation	AuxY	COORD
0085-007	1	2	δὲ	head	1	0
0085-007	1	15	[0]	lemma	_	/
0085-007	1	1	βρόμιος	form	βρόμιος	Βρόμιος
0085-007	1	6	οὐ	lemma	οὐ	οὐδός
0085-007	1	6	οὐ	postag	d--------	n-s---mv-
0085-007	1	7	δ’	postag	b--------	g--------
0085-007	1	16	λαγὼ	lemma	λαγώς	λαγῶς	y
0085-007	1	2	τε	postag	b--------	g--------
0085-007	1	4	καὶ	postag	b--------	c--------
0085-007	1	8	καὶ	postag	b--------	c--------
0085-007	1	10	ὕψιστον	relation	ADV	ATV
0085-007	1	13	ἔπειτα	relation	ADV	AuxY
0085-007	1	14	μάντις	relation	ADV	AtvV
0085-007	1	1	καὶ	postag	d--------	c--------
0085-007	1	4	με	postag	p1s---ca-	p-s---fa-
0085-007	1	8	μακρῷ	relation	ADV	AuxZ	y
0085-007	1	9	ἄριστα	lemma	ἀγαθός	ἄριστος
0085-007	1	9	ἄριστα	postag	a-p---nas	a-p---na-
0085-007	1	1	κεἰ	relation	AuxC	AuxP
0085-007	1	4	τινές	postag	p-p---cn-	p-p---mn-
0085-007	1	10	ὡς	postag	c--------	d--------	y
0085-007	1	2	γὰρ	postag	d--------	g--------
0085-007	1	3	ὡς	postag	c--------	d--------	y
0085-007	1	4	ἂν	postag	d--------	g--------
0085-007	34	6	δ’	postag	b--------	g--------
0085-007	34	11	μ’	postag	p1s---ca-	p-s---fa-
0085-007	34	19	μήτε	postag	d--------	g--------
0085-007	34	21	μήτε	postag	b--------	g--------
0085-007	34	22	μ’	postag	p1s---ca-	p-s---ma-
0085-007	34	27	δὲ	postag	b--------	g--------
0085-007	34	2	γὰρ	postag	d--------	g--------
0085-007	34	4	οὐδέν	postag	p-s---nn-	a-s---nn-
0085-007	34	7	μὲν	postag	d--------	g--------
0085-007	34	8	οὖν	postag	d--------	g--------
0085-007	34	8	οὖν	relation	AuxY	AuxZ
0085-007	34	8	οὖν	head	11	7
0085-007	34	10	[0]	lemma	_	/
0085-007	34	11	[1]	lemma	_	/
0085-007	34	1	ἐγὼ	postag	p1s---cn-	p-s---fn-
0085-007	34	2	μὲν	postag	d--------	g--------
0085-007	34	2	δ’	postag	d--------	g--------
0085-007	34	5	μὲν	postag	d--------	g--------
0085-007	34	9	ἔχοντα	relation	ADV	ATV
0085-007	34	13	στάζοντα	relation	ADV_CO	ATV_CO
0085-007	34	15	καὶ	postag	b--------	c--------
0085-007	34	18	ἔχοντ’	relation	ADV_CO	ATV_CO
0085-007	34	20	θ’	postag	b--------	g--------
0085-007	34	24	λήνει	relation	OBJ	OBJ_AP
0085-007	34	24	λήνει	head	27	28
0085-007	34	28	,	relation	AuxX	APOS
0085-007	34	28	,	head	0	27
0085-007	34	29	ἀργῆτι	postag	a-s---md-	n-s---md-	y
0085-007	34	30	μαλλῷ	relation	APOS	OBJ_AP
0085-007	34	30	μαλλῷ	head	24	28
0085-007	34	2	γὰρ	postag	d--------	g--------
0085-007	34	4	ἐρῶ	lemma	λέγω	ἐρῶ
0085-007	34	2	δὲ	postag	d--------	g--------
0085-007	34	11	ἥμενος	postag	v-srpemn-	v-srp-mn-
0085-007	34	4	ἀλλὰ	postag	b--------	d--------
0085-007	34	8	οὐ	postag	d--------	g--------
0085-007	34	9	δ’	postag	b--------	g--------
0085-007	34	10	αὖτε	relation	ADV	AuxY
0085-007	34	1	εἶδόν	lemma	ὁράω	εἶδον
0085-007	34	2	ποτ’	postag	d--------	g--------
0085-007	34	3	ἤδη	relation	ADV	AuxZ
0085-007	34	5	γεγραμμένας	relation	ADV	ATV
0085-007	34	1	ἄπτεροί	head	7	14
0085-007	34	2	γε	postag	d--------	g--------
0085-007	34	3	μὴν	postag	d--------	g--------
0085-007	34	4	ἰδεῖν	lemma	ὁράω	εἶδον
0085-007	34	5	αὗται	postag	p-p---fn-	a-p---fn-
0085-007	34	6	,	head	7	14
0085-007	34	7	μέλαιναι	relation	PNOM	PNOM_CO
0085-007	34	7	μέλαιναι	head	15	14
0085-007	34	8	δ’	postag	b--------	g--------
0085-007	34	8	δ’	head	7	14
0085-007	34	12	βδελύκτροποι	head	7	14
0085-007	34	14	[1]	lemma	_	/
0085-007	34	14	[1]	relation	AuxY	COORD
0085-007	34	14	[1]	head	7	15
0085-007	34	15	[0]	lemma	_	/
0085-007	34	1	ῥέγκουσι	relation	PRED	PRED_CO
0085-007	34	1	ῥέγκουσι	head	0	2
0085-007	34	2	δ’	postag	d--------	g--------
0085-007	34	2	δ’	relation	AuxY	COORD
0085-007	34	2	δ’	head	1	0
0085-007	34	2	δ’	postag	d--------	g--------
0085-007	34	2	δ’	relation	AuxY	COORD
0085-007	34	2	δ’	head	4	0
0085-007	34	4	λείβουσι	relation	PRED	PRED_CO
0085-007	34	4	λείβουσι	head	0	2
0085-007	34	1	καὶ	postag	d--------	c--------
0085-007	34	1	καὶ	relation	AuxY	COORD
0085-007	34	1	καὶ	head	16	0
0085-007	34	4	τε	postag	b--------	g--------
0085-007	34	11	τ’	postag	b--------	g--------
0085-007	34	16	[0]	lemma	_	/
0085-007	34	16	[0]	relation	PRED	PRED_CO
0085-007	34	16	[0]	head	0	1
0085-007	34	7	οὐ	postag	d--------	g--------
0085-007	34	8	δ’	postag	b--------	g--------
0085-007	34	11	τοῦτ’	postag	p-s---na-	a-s---na-
0085-007	34	14	τρέφουσ’	relation	ADV	ATV
0085-007	34	16	μὴ	postag	d--------	g--------
0085-007	34	4	δεσπότῃ	relation	OBJ	OBJ_AP
0085-007	34	4	δεσπότῃ	head	7	11
0085-007	34	6	αὐτῷ	postag	p-s---md-	a-s---md-
0085-007	34	6	αὐτῷ	relation	ADV	ATV
0085-007	34	8	Λοξίᾳ	relation	APOS	OBJ_AP
0085-007	34	8	Λοξίᾳ	head	4	11
0085-007	34	2	δ’	postag	d--------	g--------
0085-007	34	4	καὶ	postag	b--------	c--------
0085-007	34	6	καὶ	postag	b--------	c--------
0085-007	34	8	ἄλλοις	postag	p-p---md-	a-p---md-
0085-007	34	12	[0]	lemma	_	/
0085-007	64	3	δέ	postag	b--------	g--------
0085-007	64	4	σοι	postag	p2s---cd-	p-s----d-
0085-007	64	5	φύλαξ	relation	ADV	AtvV
0085-007	64	8	καὶ	postag	b--------	c--------
0085-007	64	10	δ’	postag	b--------	g--------
0085-007	64	10	δ’	relation	AuxY	AuxZ
0085-007	64	1	καὶ	postag	d--------	c--------
0085-007	64	3	ἁλούσας	relation	ADV	ATV
0085-007	64	3	δ’	postag	b--------	g--------
0085-007	64	5	κατάπτυστοι	postag	a-p---fn-	a-p---mn-	y
0085-007	64	6	κόραι	relation	SBJ	SBJ_AP
0085-007	64	6	κόραι	head	25	7
0085-007	64	7	,	relation	AuxX	APOS
0085-007	64	7	,	head	0	25
0085-007	64	10	παῖδες	postag	n-p---cn-	n-p---fn-
0085-007	64	10	παῖδες	relation	APOS	SBJ_AP
0085-007	64	10	παῖδες	head	6	7
0085-007	64	14	μείγνυται	lemma	μείγνυμι	μίγνυμι
0085-007	64	14	μείγνυται	head	6	7
0085-007	64	16	τις	postag	p-s---cn-	p-s---mn-
0085-007	64	17	οὐ	postag	d--------	g--------
0085-007	64	18	δ’	postag	b--------	g--------
0085-007	64	20	οὐ	postag	d--------	g--------
0085-007	64	21	δὲ	postag	b--------	g--------
0085-007	64	23	ποτε	postag	d--------	g--------
0085-007	64	23	ποτε	relation	ADV	AuxZ
0085-007	64	25	[0]	lemma	_	/
0085-007	64	2	δ’	postag	d--------	g--------
0085-007	64	11	θ’	postag	b--------	g--------
0085-007	64	17	καὶ	postag	b--------	c--------
0085-007	64	1	ὅμως	postag	d--------	c--------
0085-007	64	2	δὲ	postag	d--------	g--------
0085-007	64	4	μη	postag	d--------	g--------
0085-007	64	5	δὲ	postag	b--------	g--------
0085-007	64	2	γάρ	postag	d--------	g--------
0085-007	64	3	σε	postag	p2s---ca-	p-s---ma-
0085-007	64	4	καὶ	postag	d--------	c--------
0085-007	64	15	τε	postag	b--------	g--------
0085-007	64	17	καὶ	postag	b--------	c--------
0085-007	64	1	καὶ	postag	d--------	c--------
0085-007	64	1	καὶ	relation	AuxY	COORD
0085-007	64	1	καὶ	head	3	0
0085-007	64	2	μὴ	postag	d--------	g--------	y
0085-007	64	3	πρόκαμνε	relation	PRED	PRED_CO
0085-007	64	3	πρόκαμνε	head	0	1
0085-007	64	5	βουκολούμενος	relation	ADV	AtvV
0085-007	64	2	δὲ	postag	d--------	g--------
0085-007	64	1	κἀκεῖ	lemma	καί	ἐκεῖ
0085-007	64	1	κἀκεῖ	relation	AuxY	COORD
0085-007	64	1	κἀκεῖ	head	9	0
0085-007	64	4	καὶ	postag	b--------	c--------
0085-007	64	9	εὑρήσομεν	relation	PRED	PRED_CO
0085-007	64	9	εὑρήσομεν	head	0	1
0085-007	64	15	σε	postag	p2s---ca-	p-s---ma-
0085-007	64	1	καὶ	postag	d--------	c--------
0085-007	64	2	γὰρ	postag	d--------	g--------
0085-007	64	4	σ’	postag	p2s---ca-	p-s---ma-
0085-007	64	2	δὲ	postag	d--------	g--------
0085-007	64	9	[0]	lemma	_	/
0085-007	64	1	μέμνησο	lemma	μιμνῄσκω	μιμνήσκω
0085-007	64	3	μὴ	postag	d--------	g--------
0085-007	64	5	σε	postag	p2s---ca-	p-s---ma-
0085-007	64	1	σὺ	postag	p2s---cn-	p-s---mn-
0085-007	64	1	σὺ	relation	ExD	ExD_AP
0085-007	64	1	σὺ	head	12	9
0085-007	64	2	δ’	postag	d--------	g--------
0085-007	64	6	καὶ	postag	b--------	c--------
0085-007	64	6	καὶ	head	1	9
0085-007	64	9	,	relation	AuxX	APOS
0085-007	64	9	,	head	0	12
0085-007	64	10	Ἑρμῆ	relation	APOS	ExD_AP
0085-007	64	10	Ἑρμῆ	head	1	9
0085-007	64	11	,	head	1	9
0085-007	64	1	κάρτα	relation	ADV	AuxZ
0085-007	64	2	δ’	postag	d--------	g--------
0085-007	64	13	σέβει	relation	ExD	PRED_PA
0085-007	64	14	τοι	lemma	τοι	σύ
0085-007	64	14	τοι	postag	d--------	p-s----d-
0085-007	64	15	Ζεὺς	lemma	Ζεύς	ζεύς
0085-007	94	2	ἄν	postag	d--------	g--------
0085-007	94	6	καὶ	postag	b--------	c--------
0085-007	94	6	καὶ	relation	COORD	PRED
0085-007	94	1	ἐγὼ	postag	p1s---cn-	p-s---fn-
0085-007	94	2	δ’	postag	d--------	g--------
0085-007	94	4	ὑμῶν	lemma	ὑμεῖς	ὑμός	y
0085-007	94	4	ὑμῶν	postag	p2p---cg-	a-p---fg-
0085-007	94	7	ἄλλοισιν	postag	p-p---md-	a-p---md-
0085-007	94	9	νεκροῖσιν	postag	a-p---md-	n-p---md-
0085-007	94	10	,	relation	AuxX	AuxY
0085-007	94	12	μὲν	postag	d--------	g--------
0085-007	94	21	δ’	postag	b--------	g--------
0085-007	94	24	[0]	lemma	_	/
0085-007	94	1	προυννέπω	relation	PRED	PRED_CO
0085-007	94	1	προυννέπω	head	0	2
0085-007	94	2	δ’	postag	d--------	g--------
0085-007	94	2	δ’	relation	AuxY	COORD
0085-007	94	2	δ’	head	1	0
0085-007	94	3	ὑμῖν	postag	p2p---cd-	p-p---fd-
0085-007	94	6	μεγίστην	postag	a-s---fas	a-s---fa-	y
0085-007	94	8	κείνων	postag	p-p---mg-	a-p---mg-
0085-007	94	2	δ’	postag	d--------	g--------
0085-007	94	7	φιλτάτων	lemma	φίλος	φίλτατος	y
0085-007	94	7	φιλτάτων	postag	a-p---mgs	a-p---mg-
0085-007	94	9	οὐδεὶς	postag	p-s---mn-	a-s---m--
0085-007	94	11	μου	postag	p1s---cg-	p-s---fg-
0085-007	94	20	[0]	lemma	_	/
0085-007	94	2	γὰρ	postag	d--------	g--------
0085-007	94	9	δὲ	postag	b--------	g--------
0085-007	94	14	[0]	lemma	_	/
0085-007	94	3	μὲν	postag	d--------	g--------
0085-007	94	4	δὴ	postag	d--------	g--------
0085-007	94	4	δὴ	relation	AuxY	AuxZ
0085-007	94	9	χοάς	relation	OBJ_CO	OBJ_AP_CO
0085-007	94	9	χοάς	head	16	12
0085-007	94	10	τ’	postag	b--------	g--------
0085-007	94	12	,	relation	AuxX	APOS
0085-007	94	12	,	head	0	16
0085-007	94	14	μειλίγματα	relation	APOS	OBJ_AP_CO
0085-007	94	14	μειλίγματα	head	9	12
0085-007	94	16	καὶ	postag	b--------	c--------
0085-007	94	25	οὐδενὸς	postag	p-s---mg-	a-s----g-
0085-007	94	1	καὶ	postag	d--------	c--------
0085-007	94	1	καὶ	relation	AuxY	COORD
0085-007	94	1	καὶ	head	5	0
0085-007	94	3	ταῦτα	postag	p-p---na-	a-p---na-
0085-007	94	5	ὁρῶ	relation	PRED	PRED_CO
0085-007	94	5	ὁρῶ	head	0	1
0085-007	94	6	πατούμενα	relation	ADV	ATV
0085-007	94	1	ὁ	postag	l-s---mn-	p-s---mn-
0085-007	94	2	δ’	postag	d--------	g--------
0085-007	94	8	καὶ	postag	b--------	c--------
0085-007	94	9	ταῦτα	postag	p-p---na-	a-p---na-
0085-007	94	9	ταῦτα	relation	ADV	AuxY
0085-007	94	15	ὑμῖν	postag	p2p---cd-	p-p---fd-
0085-007	94	1	ὄναρ	relation	ADV	ATV
0085-007	94	2	γὰρ	postag	d--------	g--------
0085-007	94	3	ὑμᾶς	postag	p2p---ca-	p-p---fa-
0085-007	94	5	Κλυταιμήστρα	lemma	Κλυταιμνήστρα	Κλυταιμήστρα
0085-007	94	4	[0]	lemma	_	/
0085-007	94	3	ἄν	postag	d--------	g--------
0085-007	94	6	δ’	postag	b--------	g--------
0085-007	94	2	γάρ	postag	d--------	g--------
0085-007	94	4	[0]	lemma	_	/
0085-007	94	4	κοὐ	lemma	καί	οὐ
0085-007	94	4	κοὐ	postag	b--------	d--------
0085-007	94	1	φονεὺς	relation	SBJ	SBJ_AP
0085-007	94	1	φονεὺς	head	6	8
0085-007	94	2	δ’	postag	d--------	g--------
0085-007	94	3	Ὀρέστης	relation	APOS	SBJ_AP
0085-007	94	3	Ὀρέστης	head	1	8
0085-007	94	4	[0]	lemma	_	/
0085-007	94	1	τί	postag	p-s---nn-	a-s---nn-
0085-007	94	2	σοι	postag	p2s---cd-	p-s----d-
0085-007	94	5	πλὴν	postag	c--------	r--------
0085-007	94	5	πλὴν	relation	AuxC	AuxP
0085-007	94	2	ὠγμός	relation	SBJ	SBJ_AP
0085-007	94	4	[0]	lemma	_	/
0085-007	94	4	[0]	relation	PRED	APOS
0085-007	94	2	ὕπνος	relation	SBJ_CO	SBJ_AP_CO
0085-007	94	3	πόνος	relation	SBJ_CO	SBJ_AP_CO
0085-007	94	4	τε	postag	b--------	g--------
0085-007	94	4	τε	head	9	12
0085-007	94	5	κύριοι	postag	a-p---mn-	n-p---mn-
0085-007	94	6	συνωμόται	relation	APOS	SBJ_AP
0085-007	94	6	συνωμόται	head	4	12
0085-007	94	6	[0]	lemma	_	/
0085-007	94	2	λαβὲ	relation	MWE	AuxY
0085-007	94	3	λαβὲ	relation	MWE	AuxY
0085-007	94	4	λαβὲ	relation	MWE	AuxY
0085-007	131	6	δ’	postag	b--------	g--------
0085-007	131	7	ἅπερ	lemma	ὅσπερ	ὅς
0085-007	131	7	ἅπερ	postag	p-p---na-	p-p---nn-
0085-007	131	7	ἅπερ	relation	ADV	AuxC
0085-007	131	7	ἅπερ	head	14	5
0085-007	131	14	[0]	lemma	_	/
0085-007	131	14	[0]	head	5	7
0085-007	131	3	μή	postag	d--------	c--------
0085-007	131	4	σε	postag	p2s---ca-	p-s---fa-
0085-007	131	8	μη	postag	d--------	g--------
0085-007	131	9	δ’	postag	b--------	g--------
0085-007	131	3	γὰρ	postag	d--------	g--------
0085-007	131	1	σὺ	postag	p2s---cn-	p-s----n-
0085-007	131	2	δ’	postag	d--------	g--------
0085-007	131	8	ἀτμῷ	relation	OBJ	OBJ_AP
0085-007	131	8	ἀτμῷ	head	9	10
0085-007	131	10	,	relation	AuxX	APOS
0085-007	131	10	,	head	0	9
0085-007	131	12	πυρί	relation	APOS	OBJ_AP
0085-007	131	12	πυρί	head	8	10
0085-007	131	13	,	head	8	10
0085-007	131	1	ἔγειρ’	relation	MWE	AuxY
0085-007	131	4	καὶ	postag	d--------	c--------
0085-007	131	5	σὺ	postag	p2s---cn-	p-s---fn-
0085-007	131	5	σὺ	relation	SBJ	ExD
0085-007	131	8	ἐγὼ	postag	p1s---cn-	p-s---fn-
0085-007	131	9	δὲ	postag	b--------	g--------
0085-007	131	10	σέ	postag	p2s---ca-	p-s---fa-
0085-007	131	12	[0]	lemma	_	/
0085-007	131	6	ἰδώμεθ’	lemma	ὁράω	εἶδον
0085-007	131	6	ἰδώμεθ’	postag	v1pasm---	v1pase---
0085-007	143	1	ἰοὺ	relation	ExD	AuxY
0085-007	143	1	ἰοὺ	head	5	2
0085-007	143	3	πύπαξ	lemma	πύπαξ	πυπαξ
0085-007	143	5	[0]	lemma	_	/
0085-007	143	5	θ’	postag	b--------	g--------
0085-007	149	2	παῖ	postag	n-s---cv-	n-s---mv-
0085-007	149	8	-	relation	AuxG	UNDEFINED
0085-007	149	9	νέος	relation	ADV	AtvV
0085-007	149	10	δὲ	postag	b--------	g--------
0085-007	149	13	καθιππάσω	postag	v2saim---	v2saie---	y
0085-007	149	15	-	relation	AuxG	UNDEFINED
0085-007	149	17	ἱκέταν	relation	OBJ	OBJ_AP
0085-007	149	17	ἱκέταν	head	18	19
0085-007	149	19	,	relation	AuxX	APOS
0085-007	149	19	,	head	0	18
0085-007	149	21	ἄνδρα	relation	APOS	OBJ_AP
0085-007	149	21	ἄνδρα	head	17	19
0085-007	149	22	καὶ	postag	b--------	c--------
0085-007	149	3	δ’	postag	b--------	g--------
0085-007	149	4	ἐρεῖ	lemma	λέγω	ἐρῶ
0085-007	149	5	τις	postag	p-s---cn-	p-s---mn-
0085-007	149	6	δικαίως	relation	ADV	OBJ	y
0085-007	155	1	ἐμοὶ	postag	p1s---cd-	p-s---fd-
0085-007	155	2	δ’	postag	d--------	g--------
0085-007	155	4	δαΐου	lemma	δάϊος	δάιος
0085-007	162	1	τοιαῦτα	postag	p-p---na-	a-p---na-
0085-007	162	11	πλέον	lemma	πολύς	πλείων
0085-007	162	8	ἀρόμενον	postag	v-sapmma-	v-sap-ma-
0085-007	162	8	ἀρόμενον	relation	ADV	ATV
0085-007	169	2	δὲ	postag	d--------	g--------
0085-007	169	8	αὐτόσσυτος	relation	ADV_CO	AtvV_CO
0085-007	169	10	αὐτόκλητος	relation	ADV_CO	AtvV_CO
0085-007	169	16	μὲν	postag	d--------	g--------
0085-007	169	20	δὲ	postag	b--------	g--------
0085-007	174	1	κἀμοί	postag	p1s---cd-	p-s---fd-
0085-007	174	2	γε	postag	d--------	g--------
0085-007	174	5	καὶ	postag	b--------	c--------
0085-007	174	11	τε	postag	b--------	g--------
0085-007	174	15	ποτ’	postag	d--------	g--------
0085-007	174	18	[0]	lemma	_	/
0085-007	174	3	δ’	postag	b--------	g--------
0085-007	178	3	κελεύω	relation	ExD	PRED_PA
0085-007	178	13	,	relation	AuxX	AuxC
0085-007	178	15	καὶ	postag	b--------	c--------
0085-007	178	4	ὀφθαλμωρύχοι	lemma	ὀφθαλμώρυχος	ὀφθαλμωρύχος	y
0085-007	178	7	τε	postag	b--------	g--------
0085-007	178	9	τ’	postag	b--------	g--------
0085-007	178	11	παίδων	postag	n-p---cg-	n-p---mg-
0085-007	178	15	ἠδ’	postag	b--------	c--------
0085-007	178	19	τε	postag	b--------	g--------
0085-007	178	21	καὶ	postag	b--------	c--------
0085-007	178	29	[0]	lemma	_	/
0085-007	178	30	[1]	lemma	_	/
0085-007	178	31	[2]	lemma	_	/
0085-007	178	1	ἆρ’	postag	d--------	p--------
0085-007	178	3	οἵας	postag	p-p---fa-	a-p---fa-
0085-007	178	6	ἀπόπτυστοι	relation	ADV	AtvV
0085-007	178	2	δ’	postag	d--------	g--------
0085-007	178	2	δ’	relation	AuxY	COORD
0085-007	178	2	δ’	head	3	0
0085-007	178	3	ὑφηγεῖται	relation	PRED	PRED_CO
0085-007	178	3	ὑφηγεῖται	head	0	2
0085-007	178	4	οἰκεῖν	relation	SBJ_CO	SBJ
0085-007	178	5	τοιαύτας	postag	p-p---fa-	a-p---fa-
0085-007	178	6	εἰκός	lemma	ἔοικα	εἰκός
0085-007	178	12	πλησίοισι	lemma	πλησίος	πλήσιος
0085-007	178	13	τρίβεσθαι	relation	SBJ_CO	SBJ
0085-007	178	16	[0]	lemma	_	/
0085-007	178	2	τοιαύτης	postag	p-s---fg-	a-s---fg-
0085-007	178	3	δ’	postag	b--------	g--------
0085-007	178	4	οὔτις	postag	p-s---mn-	a-s---mn-
0085-007	178	8	[0]	lemma	_	/
0085-007	178	1	αὐτὸς	postag	p-s---mn-	a-s---mn-
0085-007	178	1	αὐτὸς	relation	ADV	ATV
0085-007	178	2	σὺ	postag	p2s---cn-	p-s---mn-
0085-007	178	3	τούτων	postag	p-p---ng-	a-p---ng-
0085-007	178	8	ἀλλ’	postag	b--------	d--------
0085-007	178	9	εἷς	postag	m-s---mn-	n-s---mn-
0085-007	178	9	εἷς	relation	ADV	AtvV
0085-007	178	2	δή	postag	d--------	g--------
0085-007	178	2	δή	relation	AuxY	AuxZ
0085-007	178	4	[0]	lemma	_	/
0085-007	178	1	τοσοῦτο	postag	p-s---na-	a-s---na-
0085-007	178	4	ξένον	postag	a-s---ma-	n-s---ma-
0085-007	178	2	μήν	postag	d--------	g--------
0085-007	178	4	[0]	lemma	_	/
0085-007	178	1	κἄπειθ’	lemma	καί	ἔπειτα
0085-007	178	1	κἄπειθ’	relation	AuxY	COORD
0085-007	178	1	κἄπειθ’	head	2	0
0085-007	178	2	ὑπέστης	relation	PRED	PRED_CO
0085-007	178	2	ὑπέστης	head	0	1
0085-007	178	4	δέκτωρ	relation	ADV	AtvV
0085-007	178	1	καὶ	postag	d--------	c--------
0085-007	178	1	καὶ	relation	AuxY	COORD
0085-007	178	1	καὶ	head	4	0
0085-007	178	4	ἐπέστελλον	relation	PRED	PRED_CO
0085-007	178	4	ἐπέστελλον	head	0	1
0085-007	178	1	καὶ	postag	d--------	c--------
0085-007	178	4	δῆτα	relation	AuxZ	AuxY
0085-007	178	2	γὰρ	postag	d--------	g--------
0085-007	178	8	[0]	lemma	_	/
0085-007	178	3	ἡμῖν	postag	p1p---cd-	p-p---md-
0085-007	178	4	τοῦτο	postag	p-s---nn-	a-s---nn-
0085-007	178	1	τίς	postag	p-s---cn-	a-s---fn-
0085-007	178	5	[0]	lemma	_	/
0085-007	178	2	γὰρ	postag	d--------	g--------
0085-007	178	8	[0]	lemma	_	/
0085-007	178	2	ἂν	postag	d--------	g--------
0085-007	178	5	αὐθέντης	postag	a-s---mn-	a-p---mn-
