Document	Subdoc	WordId	WordForm	ChangedAttrib	NewValue	OldValue	Relevant
0085-001	58-62	10	ἀίων	relation	ADV	ATV	
0085-001	58-62	13	τις	postag	p-s---cn-	p-s---mn-	
0085-001	58-62	16	τᾶς	lemma	ὁ	αρτιξλε	
0085-001	58-62	16	τᾶς	postag	l-s---fg-	---------	
0085-001	58-62	18	μήτιδος	form	μήτιδος	Μήτιδος	
0085-001	58-62	20	ἀλόχου	relation	ATR	ATR_AP	
0085-001	58-62	20	ἀλόχου	head	15	23	
0085-001	58-62	21	,	head	20	23	
0085-001	58-62	23	τ’	postag	b--------	g--------	
0085-001	58-62	23	τ’	relation	AuxY	APOS	
0085-001	58-62	23	τ’	head	0	15	
0085-001	58-62	24	ἀηδόνος	relation	APOS	ATR_AP	
0085-001	58-62	24	ἀηδόνος	head	20	23	
0085-001	58-62	25	,	relation	AuxX	UNDEFINED	
0085-001	63-64	5	ἐργομένα	lemma	ἔργω	ἔργνυμι	
0085-001	63-64	7	μὲν	postag	d--------	g--------	
0085-001	63-64	11	[0]	lemma	_	/	
0085-001	63-64	12	[1]	lemma	_	/	
0085-001	65-67	1	ξυντίθησι	relation	PRED	PRED_CO	
0085-001	65-67	1	ξυντίθησι	head	0	2	
0085-001	65-67	2	δὲ	postag	d--------	g--------	
0085-001	65-67	2	δὲ	relation	AuxY	COORD	
0085-001	65-67	2	δὲ	head	1	0	
0085-001	65-67	3	παιδὸς	postag	n-s---cg-	n-s---mg-	
0085-001	65-67	4	μόρον	relation	OBJ	OBJ_AP	
0085-001	65-67	4	μόρον	head	1	5	
0085-001	65-67	5	,	relation	AuxX	APOS	
0085-001	65-67	5	,	head	0	1	
0085-001	65-67	8	ὤλετο	postag	v3saim---	v3sai----	
0085-001	65-67	8	ὤλετο	relation	APOS	OBJ_AP	
0085-001	65-67	8	ὤλετο	head	4	5	
0085-001	73-76	2	δ’	postag	d--------	g--------	
0085-001	73-76	2	δ’	relation	AuxY	COORD	
0085-001	73-76	2	δ’	head	3	0	
0085-001	73-76	3	ἀνθεμίζομαι	postag	v1spie---	---------	
0085-001	73-76	3	ἀνθεμίζομαι	relation	PRED	PRED_CO	
0085-001	73-76	3	ἀνθεμίζομαι	head	0	2	
0085-001	73-76	5	φίλους	relation	OBJ	OBJ_AP	
0085-001	73-76	5	φίλους	head	4	6	
0085-001	73-76	6	,	relation	AuxX	APOS	
0085-001	73-76	6	,	head	0	4	
0085-001	73-76	12	εἴ	head	5	6	
0085-001	73-76	13	τις	postag	p-s---cn-	p-s---mn-	
0085-001	73-76	14	ἐστὶ	relation	APOS	OBJ_AP	
0085-001	77-78	9	ἰδόντες	lemma	ὁράω	εἶδον	
0085-001	77-78	9	ἰδόντες	head	5	0	
0085-001	79-82	2	μὴ	postag	d--------	c--------	
0085-001	79-82	10	δ’	postag	b--------	g--------	
0085-001	79-82	15	ἂν	postag	d--------	g--------	
0085-001	83-85	2	δὲ	postag	d--------	g--------	
0085-001	83-85	9	ῥῦμα	relation	PNOM	PNOM_AP	
0085-001	83-85	9	ῥῦμα	head	1	10	
0085-001	83-85	10	,	relation	AuxX	APOS	
0085-001	83-85	10	,	head	0	1	
0085-001	83-85	12	σέβας	relation	APOS	PNOM_AP	
0085-001	83-85	12	σέβας	head	9	10	
0085-001	86	2	δ’	postag	d--------	g--------	
0085-001	88-90	2	τοι	postag	d--------	g--------	
0085-001	88-90	9	μερόπεσσι	postag	a-p---md-	n-p---md-	
0085-001	91-92	2	δ’	postag	d--------	g--------	
0085-001	91-92	3	ἀσφαλὲς	relation	ADV_CO	AtvV_CO	
0085-001	91-92	4	οὐ	postag	d--------	g--------	
0085-001	91-92	4	οὐ	relation	AuxZ	AuxP	
0085-001	91-92	5	δ’	postag	b--------	g--------	
0085-001	91-92	5	δ’	relation	AuxY	COORD	
0085-001	91-92	5	δ’	head	6	3	
0085-001	91-92	6	ἐπὶ	head	3	5	
0085-001	91-92	7	νώτῳ	relation	ADV	ADV_CO	
0085-001	93-95	1	δαυλοὶ	relation	ADV_CO	ATV_CO	
0085-001	93-95	2	γὰρ	postag	d--------	g--------	
0085-001	93-95	4	δάσκιοί	relation	ADV_CO	ATV_CO	
0085-001	93-95	5	τε	postag	b--------	g--------	
0085-001	93-95	8	κατιδεῖν	lemma	κατοράω	κατεῖδον	
0085-001	93-95	9	ἄφραστοι	relation	ADV	ATV	
0085-001	96-99	2	δ’	postag	d--------	g--------	
0085-001	96-99	6	πανώλεις	relation	ADV	ATV	
0085-001	96-99	10	δ’	postag	b--------	g--------	
0085-001	100	5	[0]	lemma	_	/	
0085-001	101-103	1	ἥμενος	postag	v-srpemn-	v-srp-mn-	
0085-001	101-103	4	πως	postag	d--------	g--------	
0085-001		11	ἁ	relation	ATR	XSEG	
0085-001	112-115	1	τοιαῦτα	postag	p-p---na-	a-p---na-	
0085-001	112-115	10	ἰὴ	relation	ExD	AuxY	
0085-001	112-115	10	ἰὴ	head	%	11	
0085-001	112-115	11	ἰή	relation	MWE	ExD	
0085-001	112-115	11	ἰή	head	10	5	
0085-001	112-115	16	[0]	lemma	_	/	
0085-001	115-116	1	[θρεομένη	relation	ADV	UNDEFINED	
0085-001	115-116	1	[θρεομένη	head	6	0	
0085-001	115-116	2	μέλη]	relation	OBJ	UNDEFINED	
0085-001	115-116	2	μέλη]	head	1	0	
0085-001	115-116	5	με	postag	p1s---ca-	p-s---ma-	
0085-001	117-119	2	μὲν	postag	d--------	g--------	
0085-001	117-119	3	ἀπίαν	form	ἀπίαν	Ἀπίαν	
0085-001	117-119	7	δ’	postag	b--------	g--------	
0085-001	120-122	2	δ’	postag	d--------	g--------	
0085-001	120-122	2	δ’	relation	AuxY	COORD	
0085-001	120-122	2	δ’	head	3	0	
0085-001	120-122	3	ἐμπίτνω	relation	PRED	PRED_CO	
0085-001	120-122	3	ἐμπίτνω	head	0	2	
0085-001	123-124	2	δ’	postag	d--------	g--------	
0085-001	123-124	9	ὁπόθι	relation	ADV	AuxC	
0085-001	123-124	9	ὁπόθι	head	11	13	
0085-001	123-124	11	ἀπῇ	head	13	9	
0085-001	123-124	13	[0]	lemma	_	/	
0085-001	125-126	3	,	head	0	2	
0085-001	125-126	8	[0]	lemma	_	/	
0085-001	128-130	2	μὲν	postag	d--------	g--------	
0085-001	128-130	3	ἀπίαν	form	ἀπίαν	Ἀπίαν	
0085-001	128-130	7	δ’	postag	b--------	g--------	
0085-001	131-133	2	δ’	postag	d--------	g--------	
0085-001	131-133	2	δ’	relation	AuxY	COORD	
0085-001	131-133	2	δ’	head	3	0	
0085-001	131-133	3	ἐμπίτνω	relation	PRED	PRED_CO	
0085-001	131-133	3	ἐμπίτνω	head	0	2	
0085-001	131-133	7	Σιδονίᾳ	lemma	Σιδών	σιδών	
0085-001	134-136	2	μὲν	postag	d--------	g--------	
0085-001	134-136	3	οὖν	postag	d--------	g--------	
0085-001	134-136	3	οὖν	relation	AuxY	AuxZ	
0085-001	134-136	3	οὖν	head	12	2	
0085-001	134-136	5	τε	postag	b--------	g--------	
0085-001	134-136	10	ἀχείματόν	relation	ADV	ATV	
0085-001	134-136	11	μ’	postag	p1s---ca-	p-s---fa-	
0085-001	137	1	οὐ	postag	d--------	g--------	
0085-001	137	2	δὲ	postag	d--------	g--------	
0085-001	137	2	δὲ	relation	AuxY	COORD	
0085-001	137	2	δὲ	head	3	0	
0085-001	137	3	μέμφομαι	relation	PRED	PRED_CO	
0085-001	137	3	μέμφομαι	head	0	2	
0085-001	138-140	2	δ’	postag	d--------	g--------	
0085-001	138-140	6	μοι	postag	p1s---cd-	p-s---md-	
0085-001	141-143	8	ἒ	relation	ExD	AuxY	
0085-001	141-143	8	ἒ	head	13	9	
0085-001	141-143	11	ἄγαμον	relation	ADV	ATV	
0085-001	141-143	12	ἀδάματον	relation	ADV	ATV	
0085-001	144-150	2	δ’	postag	d--------	g--------	
0085-001	144-150	3	αὖ	relation	ADV	AuxY	
0085-001	144-150	6	μ’	postag	p1s---ca-	p-s---ma-	
0085-001	144-150	7	ἐπιδέτω	lemma	ἐφοράω	ἐπεῖδον	
0085-001	144-150	13	ἐνώπι’	lemma	ἐνώπιον	ἐνώπιος	
0085-001	144-150	17	δὲ	postag	b--------	g--------	
0085-001	144-150	22	ἀδμήτα	relation	ADV	AtvV	
0085-001	144-150	25	,	relation	AuxX	UNDEFINED	
0085-001	151-153	8	ἒ	relation	ExD	AuxY	
0085-001	151-153	8	ἒ	head	13	9	
0085-001	151-153	11	ἄγαμον	relation	ADV	ATV	
0085-001	151-153	12	ἀδάματον	relation	ADV	ATV	
0085-001	154-161	2	δὲ	postag	d--------	g--------	
0085-001	154-161	3	μή	postag	d--------	c--------	
0085-001	154-161	9	γάιον	lemma	γάϊος	γάιος	
0085-001	154-161	10	,	relation	AuxX	APOS	
0085-001	154-161	13	ζῆνα	form	ζῆνα	Ζῆνα	
0085-001	154-161	13	ζῆνα	relation	OBJ	OBJ_AP	
0085-001	154-161	13	ζῆνα	head	16	10	
0085-001	154-161	20	θανοῦσαι	lemma	θνῄσκω	θνήσκω	
0085-001	154-161	22	μὴ	postag	d--------	c--------	
0085-001	154-161	27	[0]	lemma	_	/	
0085-001	162-163	1	ἆ	relation	ExD	AuxZ	
0085-001	162-163	1	ἆ	head	11	2	
0085-001	162-163	11	[0]	lemma	_	/	
0085-001	164-165	2	δ’	postag	d--------	g--------	
0085-001	166-167	2	γὰρ	postag	d--------	g--------	
0085-001	166-167	5	εἶσι	lemma	ἔρχομαι	εἶμι	
0085-001		11	βοὸς	postag	n-s---cg-	n-s---fg-	
0085-001	175	2	δ’	postag	d--------	g--------	
0085-001	176	1	παῖδες	postag	n-p---cv-	n-p---fv-	
0085-001		6	γέροντι	postag	a-s---md-	n-s---md-	
0085-001	178-179	1	καὶ	postag	d--------	c--------	
0085-001	178-179	8	φυλάξαι	lemma	φυλάσσω	φυλάζω	
0085-001	178-179	11	δελτουμένας	postag	v-pppefa-	v--ppefa-	
0085-001	180	2	κόνιν	relation	OBJ	OBJ_AP	
0085-001	180	2	κόνιν	head	1	3	
0085-001	180	3	,	relation	AuxX	APOS	
0085-001	180	3	,	head	0	1	
0085-001	180	5	ἄγγελον	relation	APOS	OBJ_AP	
0085-001	180	5	ἄγγελον	head	2	3	
0085-001	182-183	2	δ’	postag	d--------	g--------	
0085-001	182-183	2	δ’	relation	AuxY	COORD	
0085-001	182-183	2	δ’	head	6	0	
0085-001	182-183	4	καὶ	postag	b--------	c--------	
0085-001	182-183	6	λεύσσω	relation	PRED	PRED_CO	
0085-001	182-183	6	λεύσσω	head	0	2	
0085-001	182-183	9	ἵπποις	head	11	8	
0085-001	182-183	11	τ’	postag	b--------	g--------	
0085-001	184-185	2	ἂν	postag	d--------	g--------	
0085-001	184-185	4	ἡμᾶς	postag	p1p---ca-	p-p---ma-	
0085-001	184-185	7	ἀρχηγέται	lemma	ἀρχηγέτης	ἀρχηγ́της	
0085-001	184-185	10	ἀγγέλων	postag	n-p---mg-	n-p---fg-	
0085-001	186-189	2	εἴτ’	postag	b--------	d--------	
0085-001	186-189	3	ἀπήμων	relation	ADV	AtvV	
0085-001	186-189	4	εἴτε	postag	b--------	c--------	
0085-001	186-189	5	καὶ	postag	d--------	c--------	
0085-001	186-189	6	τεθηγμένος	relation	ADV	AtvV	
0085-001	186-189	14	ἄμεινόν	lemma	ἀγαθός	ἀμείνων	
0085-001	186-189	28	[0]	lemma	_	/	
0085-001	190-196	1	κρεῖσσον	lemma	κρατύς	κρείσσων	
0085-001	190-196	1	κρεῖσσον	relation	PNOM	PNOM_AP	
0085-001	190-196	1	κρεῖσσον	head	46	5	
0085-001	190-196	2	δὲ	postag	d--------	g--------	
0085-001	190-196	5	,	relation	AuxX	APOS	
0085-001	190-196	5	,	head	0	46	
0085-001	190-196	7	σάκος	relation	APOS	PNOM_AP	
0085-001	190-196	7	σάκος	head	1	5	
0085-001	190-196	8	ἀλλ’	postag	b--------	d--------	
0085-001	190-196	10	τάχιστα	postag	a-p---nas	a-p---na-	
0085-001	190-196	13	καὶ	postag	b--------	c--------	
0085-001	190-196	14	λευκοστεφεῖς	lemma	λευκοστεφής	λευκοστρεφής	
0085-001	190-196	15	ἱκετηρίας	relation	OBJ	OBJ_AP	
0085-001	190-196	15	ἱκετηρίας	head	22	16	
0085-001	190-196	16	,	relation	AuxX	APOS	
0085-001	190-196	16	,	head	0	22	
0085-001	190-196	17	ἁγάλματ’	relation	APOS	OBJ_AP	
0085-001	190-196	17	ἁγάλματ’	head	15	16	
0085-001	190-196	20	,	head	15	16	
0085-001	190-196	28	καὶ	postag	b--------	c--------	
0085-001	190-196	30	καὶ	postag	b--------	c--------	
0085-001	190-196	33	ξένους	postag	a-p---ma-	n-p---ma-	
0085-001	190-196	36	ὡς	postag	c--------	d--------	
0085-001	190-196	46	[0]	lemma	_	/	
0085-001	197-199	2	δ’	postag	d--------	g--------	
0085-001	197-199	4	πρῶτα	relation	ADV	AuxY	
0085-001	197-199	5	μὲν	postag	d--------	g--------	
0085-001	197-199	5	μὲν	relation	AuxY	AuxZ	
0085-001	197-199	7	μὴ	postag	d--------	c--------	
0085-001	197-199	11	μὴ	postag	d--------	c--------	
0085-001	197-199	13	δ’	postag	b--------	g--------	
0085-001	197-199	16	ἴτω	lemma	ἔρχομαι	εἶμι	
0085-001	200-201	1	καὶ	postag	d--------	c--------	
0085-001	200-201	1	καὶ	relation	AuxY	COORD	
0085-001	200-201	1	καὶ	head	9	0	
0085-001	200-201	2	μὴ	postag	d--------	c--------	
0085-001	200-201	4	μη	postag	d--------	g--------	
0085-001	200-201	5	δ’	postag	b--------	g--------	
0085-001	200-201	9	γένῃ	relation	PRED	PRED_CO	
0085-001	200-201	9	γένῃ	head	0	1	
0085-001	201	7	[0]	lemma	_	/	
0085-001	202	1	μέμνησο	lemma	μιμνῄσκω	μιμνήσκω	
0085-001	202	1	μέμνησο	relation	PRED	PRED_CO	
0085-001	202	1	μέμνησο	head	0	2	
0085-001	202	2	δ’	postag	d--------	g--------	
0085-001	202	2	δ’	relation	AuxY	COORD	
0085-001	202	2	δ’	head	1	0	
0085-001	202	3	ξένη	lemma	ξένος	ξένη	
0085-001	202	3	ξένη	postag	a-s---fn-	n-s---fn-	
0085-001	203	2	γὰρ	postag	d--------	g--------	
0085-001	205-206	2	δὲ	postag	d--------	g--------	
0085-001	205-206	4	μεμνῆσθαι	lemma	μιμνῄσκω	μιμνήσκω	
0085-001	205-206	5	σέθεν	postag	p2s---cg-	p-s----g-	
0085-001	205-206	7	ἐφετμάς	head	4	1	
0085-001	206	2	δὲ	postag	d--------	g--------	
0085-001	206	2	δὲ	relation	AuxY	COORD	
0085-001	206	2	δὲ	head	4	0	
0085-001	206	4	ἴδοι	lemma	ὁράω	εἶδον	
0085-001	206	4	ἴδοι	relation	PRED	PRED_CO	
0085-001	206	4	ἴδοι	head	0	2	
0085-001	207	1	ἴδοιτο	lemma	ὁράω	εἶδον	
0085-001	207	1	ἴδοιτο	postag	v3saom---	v3sao----	
0085-001	207	2	δῆτα	relation	AuxZ	AuxY	
0085-001	208	2	ἂν	postag	d--------	g--------	
0085-001	208	4	σοὶ	postag	p2s---cd-	p-s----d-	
0085-001	208	5	πέλας	postag	r--------	d--------	
0085-001	209	1	μή	postag	d--------	c--------	
0085-001	209	2	νυν	lemma	νυν	νῦν	
0085-001	209	6	δ’	postag	b--------	g--------	
0085-001	210	5	οἴκτιρε	lemma	οἰκτίρω	οἰκτείρω	
0085-001	210	6	μὴ	postag	d--------	c--------	
0085-001	211	1	κείνου	postag	p-s---mg-	a-s---mg-	
0085-001	212	1	καὶ	postag	d--------	c--------	
0085-001	213-214	5	,	head	9	8	
0085-001	213-214	6	-	head	9	8	
0085-001	213-214	8	τ’	postag	b--------	g--------	
0085-001	213-214	8	τ’	relation	AuxY	COORD	
0085-001	213-214	8	τ’	head	9	1	
0085-001	213-214	9	Ἀπόλλω	relation	OBJ	OBJ_AP_CO	
0085-001	213-214	9	Ἀπόλλω	head	1	10	
0085-001	213-214	10	,	relation	AuxX	APOS	
0085-001	213-214	10	,	head	0	8	
0085-001	213-214	14	θεόν	relation	APOS	OBJ_AP_CO	
0085-001	213-214	14	θεόν	head	9	10	
0085-001	215	2	ἂν	postag	d--------	g--------	
0085-001	216	2	δῆτα	relation	AuxZ	AuxY	
0085-001	216	3	καὶ	postag	b--------	c--------	
0085-001	217	1	τίν’	postag	p-s---ca-	p-s---ma-	
0085-001	217	2	οὖν	postag	d--------	g--------	
0085-001	217	2	οὖν	relation	AuxY	AuxZ	
0085-001	217	2	οὖν	head	3	1	
0085-001	218	4	σημεῖον	relation	ADV	ATV	
0085-001	219	3	τ’	postag	b--------	g--------	
0085-001	219	6	τε	postag	b--------	g--------	
0085-001	220	3	ἄλλος	postag	p-s---mn-	a-s---mn-	
0085-001	220	8	[0]	lemma	_	/	
0085-001	221	1	ἐλευθέροις	relation	ADV	AtvV	
0085-001	221	2	νυν	lemma	νυν	νῦν	
0085-001	222-223	2	δ’	postag	d--------	g--------	
0085-001	222-223	6	σέβεσθ’	lemma	σέβω	σέβομαι	
0085-001	223-225	3	δ’	postag	b--------	g--------	
0085-001	223-225	3	δ’	relation	AuxY	COORD	
0085-001	223-225	3	δ’	head	7	0	
0085-001	223-225	5	ὡς	postag	c--------	d--------	
0085-001	223-225	7	ἵζεσθε	relation	PRED	PRED_CO	
0085-001	223-225	7	ἵζεσθε	head	0	3	
0085-001	223-225	8	κίρκων	relation	ATR	ATR_AP	
0085-001	223-225	8	κίρκων	head	11	12	
0085-001	223-225	12	,	relation	AuxX	APOS	
0085-001	223-225	12	,	head	0	11	
0085-001	223-225	14	ὁμαίμων	relation	APOS_CO	ATR_AP_CO	
0085-001	223-225	15	καὶ	postag	b--------	c--------	
0085-001	223-225	15	καὶ	head	8	12	
0085-001	223-225	16	μιαινόντων	relation	APOS_CO	ATR_AP_CO	
0085-001	223-225	19	[0]	lemma	_	/	
0085-001	226	4	ἂν	postag	d--------	g--------	
0085-001	226	6	φαγών	lemma	ἐσθίω	φαγεῖν	
0085-001	227-228	2	δ’	postag	d--------	g--------	
0085-001	227-228	3	ἂν	postag	d--------	g--------	
0085-001	227-228	5	ἄκουσαν	lemma	ἄκων	ἀέκων	
0085-001	227-228	6	ἄκοντος	lemma	ἄκων	ἀέκων	
0085-001	227-228	9	γένοιτ’	postag	v3saom---	v3sao----	
0085-001	227-228	10	ἄν	postag	d--------	g--------	
0085-001		5	Ἅιδου 	form	Ἅιδου 	ἅιδου	
0085-001	230-231	4	,	relation	AuxX	AuxZ	
0085-001	230-231	5	ὡς	postag	c--------	d--------	
0085-001	230-231	7	,	relation	AuxX	AuxZ	
0085-001	230-231	9	ἄλλος	postag	p-s---mn-	a-s---mn-	
0085-001	230-231	15	[0]	lemma	_	/	
0085-001	232-233	9	ἂν	postag	d--------	g--------	
0085-001	232-233	10	ὑμῖν	postag	p2p---cd-	p-p----d-	
0085-001	234-236	1	ποδαπὸν	relation	ADV	ATV	
0085-001	234-236	4	ἀνελληνόστολον	postag	a-s---ma-	---------	
0085-001	234-236	7	καὶ	postag	b--------	c--------	
0085-001	236-237	2	γὰρ	postag	d--------	g--------	
0085-001	236-237	6	οὐ	postag	d--------	g--------	
0085-001	236-237	7	δ’	postag	b--------	g--------	
0085-001	236-237	12	[0]	lemma	_	/	
0085-001	238-240	1	ὅπως	head	21	18	
0085-001	238-240	2	δὲ	postag	d--------	g--------	
0085-001	238-240	5	τε	postag	b--------	g--------	
0085-001	238-240	5	τε	relation	AuxY	AuxX	
0085-001	238-240	9	ἀπρόξενοί	relation	ADV_CO	AtvV_CO	
0085-001	238-240	10	τε	postag	b--------	g--------	
0085-001	238-240	16	ἔτλητ’	relation	SBJ	SBJ_AP	
0085-001	238-240	18	,	relation	AuxX	APOS	
0085-001	238-240	18	,	head	0	21	
0085-001	238-240	19	τοῦτο	postag	p-s---nn-	a-s---nn-	
0085-001	238-240	19	τοῦτο	relation	APOS	SBJ_AP	
0085-001	238-240	19	τοῦτο	head	16	18	
0085-001	241-242	2	γε	postag	d--------	g--------	
0085-001	241-242	3	μὲν	postag	d--------	g--------	
0085-001	241-242	4	δὴ	postag	d--------	g--------	
0085-001	241-242	4	δὴ	relation	AuxY	AuxZ	
0085-001	241-242	4	δὴ	head	8	3	
0085-001	241-242	10	ὑμῖν	postag	p2p---cd-	p-p----d-	
0085-001	244-245	1	καὶ	postag	d--------	c--------	
0085-001	244-245	2	τἄλλα	postag	p-p---na-	a-p---na-	
0085-001	244-245	4	ἔτ’	relation	ADV	AuxZ	
0085-001	244-245	10	μὴ	postag	d--------	c--------	
0085-001	244-245	11	παρόντι	relation	PNOM	OBJ	
0085-001	246	1	εἴρηκας	lemma	λέγω	ἐρῶ	
0085-001	247-248	1	ἐγὼ	postag	p1s---cn-	p-s---mn-	
0085-001	247-248	2	δὲ	postag	d--------	g--------	
0085-001	247-248	4	σὲ	postag	p2s---ca-	p-s----a-	
0085-001	247-248	5	πότερον	lemma	πότερον	πότερος	
0085-001	247-248	5	πότερον	postag	d--------	a-s---ma-	
0085-001	247-248	6	ὡς	postag	c--------	d--------	
0085-001	247-248	10	ἢ	postag	b--------	c--------	
0085-001	247-248	12	ἱεροράβδον	lemma	ἱεροράβδος	ἱερόραβδος	
0085-001	247-248	14	ἢ	postag	b--------	c--------	
0085-001	247-248	18	[0]	lemma	_	/	
0085-001	249	2	ταῦτ’	postag	p-p---na-	a-p---na-	
0085-001	249	4	καὶ	postag	b--------	c--------	
0085-001	249	6	εὐθαρσὴς	relation	ADV	AtvV	
0085-001	249	6	εὐθαρσὴς	head	4	5	
0085-001	249	7	ἐμοί	postag	p1s---cd-	p-s---md-	
0085-001	249	7	ἐμοί	head	4	5	
0085-001	250-251	3	γάρ	postag	d--------	g--------	
0085-001	250-251	5	ἐγὼ	postag	p1s---cn-	p-s---mn-	
0085-001	250-251	6	παλαίχθονος	form	παλαίχθονος	Παλαίχθονος	
0085-001	250-251	7	ἶνις	relation	PNOM	PNOM_AP	
0085-001	250-251	7	ἶνις	head	4	9	
0085-001	250-251	8	Πελασγός	relation	APOS	PNOM_AP	
0085-001	250-251	8	Πελασγός	head	7	9	
0085-001	250-251	9	,	relation	AuxX	APOS	
0085-001	250-251	9	,	head	0	4	
0085-001	250-251	12	ἀρχηγέτης	relation	APOS	PNOM_AP	
0085-001	250-251	12	ἀρχηγέτης	head	7	9	
0085-001	252-253	1	ἐμοῦ	postag	p1s---cg-	p-s---mg-	
0085-001	252-253	2	δ’	postag	d--------	g--------	
0085-001	252-253	3	ἄνακτος	relation	ADV	ATV	
0085-001	252-253	5	ἐπώνυμον	relation	ADV	ATR	
0085-001	254-255	1	καὶ	postag	d--------	c--------	
0085-001	254-255	1	καὶ	relation	AuxY	COORD	
0085-001	254-255	1	καὶ	head	16	0	
0085-001	254-255	5	ἧς	head	6	8	
0085-001	254-255	6	δι’	lemma	διά	διό	
0085-001	254-255	6	δι’	postag	r--------	c--------	
0085-001	254-255	6	δι’	relation	AuxP	AuxZ	
0085-001	254-255	9	Στρυμών	lemma	Στρυμών	στρυμών	
0085-001	254-255	16	κρατῶ	relation	PRED	PRED_CO	
0085-001	254-255	16	κρατῶ	head	0	1	
